chr1	8796000	8806000	0.323295
chr1	8798000	8808000	0.350306
chr1	8800000	8810000	0.312795
chr1	8802000	8812000	0.258495
chr1	8804000	8814000	0.202336
chr1	8806000	8816000	0.197049
chr1	8808000	8818000	0.191947
chr1	8810000	8820000	0.246979
chr1	8812000	8822000	0.275449
chr1	8814000	8824000	0.340942
chr1	8816000	8826000	0.377779
chr1	8818000	8828000	0.395386
chr1	8820000	8830000	0.437786
chr1	8822000	8832000	0.40824
chr1	8824000	8834000	0.319266
chr1	8826000	8836000	0.337343
chr1	8828000	8838000	0.363967
chr1	8830000	8840000	0.372141
chr1	8832000	8842000	0.419088
chr1	8834000	8844000	0.53811
chr1	8836000	8846000	0.564141
chr1	8838000	8848000	0.54718
chr1	8840000	8850000	0.47187
chr1	8842000	8852000	0.482841
chr1	8844000	8854000	0.500004
chr1	8846000	8856000	0.459156
chr1	8848000	8858000	0.508489
chr1	8850000	8860000	0.532371
chr1	8852000	8862000	0.53735
chr1	8854000	8864000	0.475299
chr1	8856000	8866000	0.392534
chr1	8858000	8868000	0.283206
chr1	8860000	8870000	0.222632
chr1	8862000	8872000	0.116299
chr1	8864000	8874000	0.166736
chr1	8866000	8876000	0.209265
chr1	8868000	8878000	0.223699
chr1	8870000	8880000	0.176184
chr1	8872000	8882000	0.117231
chr1	8874000	8884000	0.0659354
chr1	8876000	8886000	0.0281839
chr1	8878000	8888000	0.0231422
chr1	8880000	8890000	0.0718712
chr1	8882000	8892000	0.0745443
chr1	8884000	8894000	0.0225687
chr1	8886000	8896000	-0.0839883
chr1	8888000	8898000	-0.181355
chr1	8890000	8900000	-0.265242
chr1	8892000	8902000	-0.298661
chr1	8894000	8904000	-0.322478
chr1	8896000	8906000	-0.30102
chr1	8898000	8908000	-0.280006
chr1	8900000	8910000	-0.251082
chr1	8902000	8912000	-0.208635
chr1	8904000	8914000	-0.116783
chr1	8906000	8916000	-0.0289435
chr1	8908000	8918000	0.109786
chr1	8910000	8920000	0.243793
chr1	8912000	8922000	0.246294
chr1	8914000	8924000	0.261972
chr1	8916000	8926000	0.284832
chr1	8918000	8928000	0.277183
chr1	8920000	8930000	0.348556
chr1	8922000	8932000	0.343056
chr1	8924000	8934000	0.331265
chr1	8926000	8936000	0.35287
chr1	8928000	8938000	0.363412
chr1	8930000	8940000	0.365446
chr1	8932000	8942000	0.414203
chr1	8934000	8944000	0.466254
chr1	8936000	8946000	0.472337
chr1	8938000	8948000	0.439574
chr1	8940000	8950000	0.395718
chr1	8942000	8952000	0.404177
chr1	8944000	8954000	0.369857
chr1	8946000	8956000	0.342331
chr1	8948000	8958000	0.347103
chr1	8950000	8960000	0.319106
chr1	8952000	8962000	0.270822
chr1	8954000	8964000	0.308719
chr1	8956000	8966000	0.414284
chr1	8958000	8968000	0.510406
chr1	8960000	8970000	0.564952
chr1	8962000	8972000	0.627349
chr1	8964000	8974000	0.673618
chr1	8966000	8976000	0.639136
chr1	8968000	8978000	0.584052
chr1	8970000	8980000	0.541581
chr1	8972000	8982000	0.452494
chr1	8974000	8984000	0.384987
chr1	8976000	8986000	0.336282
chr1	8978000	8988000	0.389596
chr1	8980000	8990000	0.404393
chr1	8982000	8992000	0.427774
chr1	8984000	8994000	0.424821
chr1	8986000	8996000	0.426903
chr1	8988000	8998000	0.372681
chr1	8990000	9000000	0.406114
chr1	8992000	9002000	0.525094
chr1	8994000	9004000	0.597275
chr1	8996000	9006000	0.644454
chr1	8998000	9008000	0.664914
chr1	9000000	9010000	0.622048
chr1	9002000	9012000	0.494161
chr1	9004000	9014000	0.496738
chr1	9006000	9016000	0.521047
chr1	9008000	9018000	0.558078
chr1	9010000	9020000	0.614592
chr1	9012000	9022000	0.694447
chr1	9014000	9024000	0.574573
chr1	9016000	9026000	0.536955
chr1	9018000	9028000	0.48567
chr1	9020000	9030000	0.451861
chr1	9022000	9032000	0.411849
chr1	9024000	9034000	0.382708
chr1	9026000	9036000	0.321283
chr1	9028000	9038000	0.213541
chr1	9030000	9040000	0.0668301
chr1	9032000	9042000	-0.0231364
chr1	9034000	9044000	-0.100511
chr1	9036000	9046000	-0.181399
chr1	9038000	9048000	-0.203971
chr1	9040000	9050000	-0.181146
chr1	9042000	9052000	-0.208182
chr1	9044000	9054000	-0.222868
chr1	9046000	9056000	-0.257799
chr1	9048000	9058000	-0.26639
